id,Problem_tag_1,Problem_tag_2,Problem_tag_3,Problem_tag_4,Solved,Problem Rating
1454B,implementation,,,,x29214,800
1454A,constructive algorithms,probabilities,,,x42218,800
1453F,dp,,,,x903,2700
1453E,binary search,dfs and similar,dp,greedy,x2122,2300
1453D,brute force,constructive algorithms,greedy,math,x4289,1900
1453C,greedy,implementation,,,x6170,1700
1453B,constructive algorithms,implementation,,,x13726,1400
1453A,implementation,,,,x23403,800
1452G,data structures,dfs and similar,greedy,trees,x517,2700
1452F,constructive algorithms,greedy,,,x342,2900
1452E,brute force,dp,greedy,sortings,x1621,2500
1452D,combinatorics,dp,math,,x8342,1600
1452C,greedy,,,,x20284,800
1452B,binary search,greedy,math,sortings,x15128,1400
1452A,math,,,,x22491,800
1451F,constructive algorithms,games,,,x1043,2700
1.45E+05,bitmasks,constructive algorithms,interactive,math,x3161,2300
1.45E+04,bitmasks,constructive algorithms,interactive,math,x4612,2000
1451D,games,geometry,math,,x9846,1700
1451C,dp,greedy,hashing,implementation,x16483,1400
1451B,dp,greedy,implementation,strings,x19840,900
1451A,greedy,math,,,x24839,800
1450H2,combinatorics,implementation,math,,x247,3300
1450H1,combinatorics,fft,math,,x467,2900
1450G,bitmasks,dp,trees,,x333,3500
1450F,constructive algorithms,greedy,,,x1393,2400
1450E,constructive algorithms,dfs and similar,graphs,shortest paths,x1266,2700
1450D,binary search,data structures,greedy,implementation,x5644,1800
1450C2,constructive algorithms,math,,,x3857,2300
1450C1,constructive algorithms,math,,,x5658,2100
1450B,brute force,geometry,greedy,,x15519,1000
1450A,constructive algorithms,sortings,,,x18207,800
1447B,greedy,math,,,x20119,1000
1447A,constructive algorithms,math,,,x14083,800
1446F,binary search,data structures,geometry,,x354,3200
1446E,constructive algorithms,dfs and similar,,,x112,3500
1446D2,data structures,greedy,two pointers,,x1563,3000
1446D1,data structures,greedy,,,x1915,2600
1446C,binary search,bitmasks,data structures,divide and conquer,x3855,2100
1446B,dp,strings,,,x8289,1800
1446A,constructive algorithms,greedy,sortings,,x16606,1300
1445B,greedy,math,,,x15583,900
1445A,greedy,sortings,,,x19642,800
1444E,brute force,dfs and similar,dp,interactive,x157,3500
1444D,constructive algorithms,dp,geometry,,x623,2900
1444C,data structures,dfs and similar,dsu,graphs,x1700,2500
1444B,combinatorics,math,sortings,,x6499,1900
1444A,brute force,math,number theory,,x13621,1500
1443E,brute force,math,two pointers,,x1347,2400
1443C,binary search,greedy,sortings,,x16136,1400
1443B,dp,greedy,math,sortings,x16133,1300
1443A,constructive algorithms,math,,,x16403,800
1442F,games,interactive,,,x156,3400
1442E,binary search,constructive algorithms,dfs and similar,dp,x667,3000
1442D,data structures,divide and conquer,dp,greedy,x2545,2800
1442C,dfs and similar,graphs,greedy,shortest paths,x1804,2400
1442B,combinatorics,data structures,dsu,greedy,x4729,1800
1442A,constructive algorithms,dp,greedy,,x9223,1800
1440B,greedy,math,,,x23071,900
1440A,implementation,math,,,x20063,800
1439E,bitmasks,data structures,games,trees,x240,3500
1439D,combinatorics,dp,fft,,x423,3100
1439C,binary search,data structures,divide and conquer,greedy,x2026,2600
1439B,constructive algorithms,data structures,graphs,,x1546,2600
1439A2,constructive algorithms,graphs,greedy,implementation,x5266,1900
1439A1,constructive algorithms,implementation,,,x9610,1500
1438F,interactive,probabilities,trees,,x684,3000
1438E,binary search,bitmasks,brute force,constructive algorithms,x1422,2500
1438D,bitmasks,constructive algorithms,math,,x4340,2200
1438C,2-sat,chinese remainder theorem,constructive algorithms,fft,x11006,2000
1438B,constructive algorithms,data structures,greedy,sortings,x23066,1000
1438A,constructive algorithms,implementation,,,x19542,800
1437G,data structures,string suffix structures,strings,trees,x1123,2600
1437F,combinatorics,dp,math,two pointers,x1415,2600
1437E,binary search,constructive algorithms,data structures,dp,x3631,2200
1437D,graphs,greedy,shortest paths,trees,x13612,1600
1437C,dp,flows,graph matchings,greedy,x11280,1800
1437B,constructive algorithms,greedy,,,,1200
1437A,brute force,constructive algorithms,greedy,math,x18250,800
1436F,combinatorics,math,number theory,,x562,2800
1436E,binary search,data structures,two pointers,,x2444,2400
1436D,binary search,dfs and similar,graphs,greedy,x6266,1900
1436C,binary search,combinatorics,,,x11165,1500
1436B,constructive algorithms,math,,,x21124,900
1436A,math,,,,x23027,800
1434E,dsu,games,,,x211,3500
1433G,brute force,graphs,shortest paths,,x4665,2100
1433F,dp,,,,x6365,2100
1433E,combinatorics,math,,,x19172,1300
1433D,constructive algorithms,dfs and similar,,,x26030,1200
1433C,constructive algorithms,greedy,,,x27784,900
1433B,greedy,implementation,,,x29120,800
1433A,implementation,math,,,x57285,800
1431J,*special problem,dp,,,x46,3400
1431I,*special problem,strings,,,x47,2900
1431H,*special problem,brute force,greedy,two pointers,x69,2600
1431G,*special problem,dp,games,greedy,x195,2100
1431F,*special problem,binary search,greedy,,x158,2100
1431E,*special problem,,,,x227,2000
1431D,*special problem,greedy,,,x474,1500
1431C,*special problem,implementation,,,x725,1600
1431B,*special problem,implementation,two pointers,,x1032,1400
1431A,*special problem,,,,x2008,800
1430G,bitmasks,dfs and similar,dp,flows,x796,2600
1430F,dp,greedy,,,x972,2600
1430E,data structures,greedy,strings,,x6889,1900
1430D,binary search,data structures,greedy,two pointers,x9025,1700
1430C,constructive algorithms,data structures,greedy,implementation,x26202,1000
1430B,greedy,implementation,sortings,,x19720,800
1430A,brute force,constructive algorithms,math,,x21301,900
1428H,binary search,interactive,,,x117,3500
1428G2,dp,greedy,,,x675,3000
1428G1,dp,greedy,,,x604,2900
1428F,binary search,data structures,divide and conquer,dp,x2439,2400
1428E,binary search,data structures,greedy,math,x3877,2200
1428D,constructive algorithms,greedy,implementation,,x4592,1900
1428C,brute force,data structures,greedy,strings,x21451,1100
1428B,graphs,implementation,,,x14815,1200
1428A,math,,,,x16521,800
1427H,binary search,games,geometry,ternary search,x87,3500
1427G,flows,graphs,,,x467,3300
1427F,data structures,greedy,trees,,x347,3200
1427E,bitmasks,constructive algorithms,math,matrices,x1517,2500
1427D,constructive algorithms,implementation,,,x3601,2000
1427C,dp,,,,x5861,2000
1427B,greedy,implementation,sortings,,x11239,1400
1427A,math,sortings,,,x17602,900
1426F,combinatorics,dp,strings,,x5670,2000
1426E,brute force,constructive algorithms,flows,greedy,x7796,1800
1426D,constructive algorithms,data structures,greedy,sortings,x16823,1500
1426C,binary search,constructive algorithms,math,,x19995,1100
1426B,implementation,,,,x21159,900
1426A,implementation,math,,,x51347,800
1425I,data structures,,,,x257,2800
1425H,constructive algorithms,,,,x4277,1300
1425F,interactive,,,,x6439,1400
1425E,greedy,implementation,,,x985,2200
1425D,combinatorics,dp,math,,x864,2300
1425C,math,,,,x43,3100
1425B,divide and conquer,dp,,,x317,2600
1425A,games,greedy,,,x6848,1400
1424M,graphs,sortings,,,x556,2200
1424G,data structures,sortings,,,x6342,1300
1423N,,,,,x164,3500
1423M,interactive,,,,x272,2800
1423L,meet-in-the-middle,,,,x518,2600
1423K,binary search,math,number theory,two pointers,x5157,1600
1423J,bitmasks,constructive algorithms,dp,math,x839,2400
1423I,bitmasks,,,,x134,3000
1423H,data structures,divide and conquer,dsu,graphs,x577,2500
1423G,data structures,,,,x228,3500
1423F,math,,,,x405,2700
1423E,geometry,,,,x89,2700
1423D,,,,,x46,3100
1423C,divide and conquer,graphs,trees,,x207,3500
1423B,binary search,flows,graph matchings,graphs,x1903,1900
1423A,,,,,x88,3500
1422F,data structures,math,number theory,,x1142,2700
1422E,dp,greedy,implementation,strings,x779,2700
1422D,graphs,shortest paths,sortings,,x2939,2300
1422C,combinatorics,dp,math,,x8513,1700
1422B,greedy,implementation,math,,x14729,1300
1422A,geometry,math,,,x21323,800
1421E,brute force,dp,implementation,,x754,2700
1421D,brute force,constructive algorithms,greedy,implementation,x4260,1900
1421C,constructive algorithms,strings,,,x13176,1400
1421B,constructive algorithms,implementation,,,x13306,1100
1421A,bitmasks,greedy,math,,x32083,800
1420E,dp,greedy,,,x970,2500
1420D,combinatorics,data structures,sortings,,x7982,1800
1420C2,data structures,divide and conquer,dp,greedy,x4912,2100
1420C1,constructive algorithms,dp,greedy,,x18239,1300
1420B,bitmasks,math,,,x29847,1200
1420A,math,sortings,,,x24270,900
1419F,binary search,data structures,dfs and similar,dsu,x522,2800
1419E,constructive algorithms,implementation,math,number theory,x3369,2100
1419D2,binary search,brute force,constructive algorithms,greedy,x16575,1500
1419D1,binary search,constructive algorithms,greedy,sortings,,1000
1419C,greedy,implementation,math,,x15886,1500
1419B,brute force,constructive algorithms,greedy,implementation,x16639,1200
1419A,games,greedy,implementation,,x20125,900
1418G,data structures,divide and conquer,hashing,two pointers,x2269,2500
1418F,data structures,math,number theory,two pointers,x389,3000
1418E,binary search,combinatorics,probabilities,,x2012,2400
1418D,data structures,implementation,,,x4511,2100
1418C,dp,graphs,greedy,shortest paths,x23270,1500
1418B,greedy,sortings,,,x17047,1300
1418A,math,,,,x27014,1000
1417B,greedy,math,sortings,,x14672,1100
1417A,greedy,math,,,x18467,800
1416F,flows,graph matchings,greedy,implementation,x552,3300
1416E,binary search,data structures,dp,greedy,x368,3200
1416D,data structures,dsu,graphs,implementation,x2321,2600
1416C,bitmasks,data structures,divide and conquer,dp,x4704,2000
1416B,constructive algorithms,greedy,math,,x6366,2000
1416A,binary search,data structures,implementation,two pointers,x14162,1500
1415F,dp,,,,x529,2900
1415E,constructive algorithms,greedy,math,,x2834,2200
1415D,bitmasks,brute force,constructive algorithms,,x5748,2000
1415C,brute force,dp,implementation,,x11344,1400
1415B,brute force,brute force,greedy,,x12350,1100
1415A,brute force,math,,,x15605,800
1413F,data structures,trees,,,x875,2800
1413E,greedy,math,ternary search,,x2086,2100
1413D,data structures,greedy,implementation,,x6630,1700
1413C,binary search,brute force,dp,implementation,x5892,1900
1413B,implementation,,,,x11826,1100
1413A,constructive algorithms,math,,,x15055,800
1411G,bitmasks,games,math,matrices,x728,2700
1411F,greedy,math,,,x403,3000
1411E,bitmasks,greedy,math,strings,x1725,2300
1411D,brute force,greedy,implementation,strings,x2604,2100
1411C,dfs and similar,dsu,graphs,,x8246,1700
1411B,brute force,number theory,,,x23309,1000
1411A,implementation,,,,x21395,800
1409F,dp,strings,,,x4837,2100
1409E,binary search,dp,sortings,two pointers,x8139,1800
1409D,greedy,math,,,x20305,1500
1409C,brute force,math,number theory,,x23923,1200
1409B,brute force,greedy,math,,x29963,1100
1409A,greedy,math,,,x72799,800
1408I,dp,math,,,x186,3200
1408H,binary search,data structures,flows,greedy,x478,3300
1408G,combinatorics,dp,dsu,fft,x1203,2700
1408F,constructive algorithms,divide and conquer,,,x2501,2300
1408E,data structures,dsu,graphs,greedy,x2086,2400
1408D,binary search,brute force,data structures,dp,x4461,2000
1408C,binary search,dp,implementation,math,x9059,1500
1408B,constructive algorithms,greedy,math,,x10193,1400
1408A,constructive algorithms,,,,x12629,800
1407E,constructive algorithms,dfs and similar,dp,graphs,x1782,2500
1407D,data structures,dp,graphs,,x5250,2200
1407C,constructive algorithms,interactive,math,two pointers,x13142,1600
1407B,brute force,greedy,math,number theory,x17475,1300
1407A,constructive algorithms,math,,,x20853,1100
1406E,interactive,math,number theory,,x1774,2600
1406D,constructive algorithms,data structures,greedy,math,x3600,2200
1406C,constructive algorithms,dfs and similar,graphs,trees,x10868,1700
1406B,brute force,dp,greedy,implementation,x23467,1200
1406A,greedy,implementation,math,,x22137,900
1405B,constructive algorithms,implementation,,,x22294,1000
1405A,constructive algorithms,,,,x21657,800
1404E,flows,graph matchings,graphs,,x1404,2800
1404D,constructive algorithms,dfs and similar,interactive,math,x1179,2800
1404C,binary search,constructive algorithms,data structures,greedy,x2809,2300
1404B,dfs and similar,dp,games,trees,x7737,1900
1404A,implementation,strings,,,x16882,1500
1403C,*special problem,combinatorics,dp,implementation,x69,3200
1403B,*special problem,data structures,dfs and similar,graphs,x377,2300
1403A,*special problem,2-sat,binary search,data structures,x296,2400
1402C,*special problem,combinatorics,dfs and similar,dp,x222,2600
1402B,*special problem,geometry,sortings,,x121,2900
1402A,*special problem,data structures,dsu,implementation,x1273,1800
1401F,binary search,bitmasks,data structures,,x1831,2400
1401E,data structures,geometry,implementation,sortings,x2533,2400
1401D,dfs and similar,dp,greedy,implementation,x9750,1800
1401C,constructive algorithms,math,number theory,sortings,x25399,1300
1401B,constructive algorithms,greedy,math,,x21369,1100
1401A,constructive algorithms,math,,,x28032,900
1400G,bitmasks,brute force,combinatorics,dp,x1063,2600
1400F,brute force,dfs and similar,dp,string suffix structures,x1001,2800
1400E,data structures,divide and conquer,dp,greedy,x5801,2200
1400D,brute force,combinatorics,data structures,math,x10782,1900
1400C,2-sat,brute force,constructive algorithms,greedy,x17915,1500
1400B,brute force,greedy,math,,x11416,1700
1400A,constructive algorithms,strings,,,x27444,800
1399F,data structures,dp,graphs,sortings,x1735,2300
1.40E+05,binary search,dfs and similar,greedy,sortings,x2375,2200
1.40E+04,data structures,dfs and similar,greedy,trees,x6065,2000
1399D,constructive algorithms,data structures,greedy,implementation,x19122,1500
1399C,brute force,greedy,two pointers,,x30728,1200
1399B,greedy,,,,x45176,800
1399A,greedy,sortings,,,x72418,800
1398G,bitmasks,fft,math,number theory,x1185,2600
1398F,binary search,data structures,dp,greedy,x1334,2500
1398E,binary search,data structures,greedy,implementation,x2497,2200
1398D,dp,greedy,sortings,,x11981,1800
1398C,data structures,dp,math,,,1600
1398B,games,greedy,sortings,,x25118,800
1398A,geometry,math,,,x28109,800
1397B,brute force,math,number theory,sortings,x15101,1500
1397A,greedy,strings,,,x29130,800
1396E,constructive algorithms,dfs and similar,trees,,x378,3200
1396D,data structures,sortings,two pointers,,x328,3300
1396C,dp,greedy,implementation,,x2674,2300
1396B,brute force,constructive algorithms,games,greedy,x11995,1800
1396A,constructive algorithms,greedy,number theory,,x16037,1600
1395C,bitmasks,brute force,dp,greedy,x14711,1600
1395B,constructive algorithms,,,,x16206,1100
1395A,brute force,math,,,x24817,1000
1394E,strings,,,,x158,3500
1394D,dp,greedy,sortings,trees,x1114,2800
1394C,binary search,geometry,ternary search,,x1151,2600
1394B,brute force,dfs and similar,graphs,hashing,x2080,2300
